Downloaded,ID,Type,Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Content,Coluna 6,Coluna 7,Coluna 8,Coluna 9,Coluna 10,Coluna 11,Coluna 12,
,To do,273,"



Desenvolvedores Comitê de Etica",,,,,Desenvolvedores Comitê de Etica,"rayyan-197782760,A secure SNP panel scheme using homomorphically encrypted K-mers without SNP calling on the user side.,2019,4,4,BMC genomics,1471-2164 (Electronic),20,,188,Park S and Kim M and Seo S and Hong S and Han K and Lee K and Cheon JH and Kim S,https://pubmed.ncbi.nlm.nih.gov/30967116/,eng,,England,""BACKGROUND: Single Nucleotide Polymorphism (SNP) in the genome has become crucial information for clinical use. For example, the targeted cancer therapy is primarily based on the information which clinically important SNPs are detectable from the tumor. Many hospitals have developed their own panels that include clinically important SNPs. The genome information exchange between the patient and the hospital has become more popular. However, the genome sequence information is innate and irreversible and thus its leakage has serious consequences. Therefore, protecting one's genome information is critical. On the other side, hospitals may need to protect their own panels. There is no known secure SNP panel scheme to protect both. RESULTS: In this paper, we propose a secure SNP panel scheme using homomorphically encrypted K-mers without requiring SNP calling on the user side and without revealing the panel information to the user. Use of the powerful homomorphic encryption technique is desirable, but there is no known algorithm to efficiently align two homomorphically encrypted sequences. Thus, we designed and implemented a novel secure SNP panel scheme utilizing the computationally feasible equality test on two homomorphically encrypted K-mers. To make the scheme work correctly, in addition to SNPs in the panel, sequence variations at the population level should be addressed. We designed a concept of Point Deviation Tolerance (PDT) level to address the false positives and false negatives. Using the TCGA BRCA dataset, we demonstrated that our scheme works at the level of over a hundred thousand somatic mutations. In addition, we provide a computational guideline for the panel design, including the size of K-mer and the number of SNPs. CONCLUSIONS: The proposed method is the first of its kind to protect both the user's sequence and the hospital's panel information using the powerful homomorphic encryption scheme. We demonstrated that the scheme works with a simulated dataset and the TCGA BRCA dataset. In this study, we have shown only the feasibility of the proposed scheme and much more efforts should be done to make the scheme usable for clinical use."",""RAYYAN-INCLUSION: {""""lualevale@gmail.com""""=>""""Included""""}"",10.1186/s12864-019-5473-z,""Algorithms",Cloud Computing/*standards,*Computer Security,Data Mining/*methods,Genomics/*methods,Humans,"*Polymorphism, Single Nucleotide"",30967116,PMC6456943",,
,To do,311,"



Pesquisadores Desenvolvedores",,,,,Pesquisadores Desenvolvedores,"rayyan-197782915,Clinical and Technical Considerations of an Open Access Telehealth Network in South Carolina: Definition and Deployment.,2020,5,22,Journal of medical Internet research,1438-8871 (Electronic),22,5,e17348,King K and Ford D and Haschker M and Harvey J and Kruis R and McElligott J,https://pubmed.ncbi.nlm.nih.gov/32441657/,eng,,Canada,""BACKGROUND: Today, telehealth is experiencing exponential growth in utilization. Paralleling this trend is the growth in the telehealth industry, with sharp increases in the number of platforms, functionalities, and levels of integrations within both the electronic health record and other technical systems supporting health care. When a telehealth network is intended to be used across independent health care systems, an additional layer of complexity emerges. In the context of regionalized telehealth networks that are not within the same health care system, not only are technical interoperability challenges a practical barrier, but administrative, clinical, and competitive elements also quickly emerge, resulting in fragmented, siloed technologies. OBJECTIVE: The study aimed to describe a statewide approach to deploying an interoperable open access telehealth network across multiple health systems. METHODS: One promising solution to the abovementioned concerns is an open access telehealth network. In the field of telehealth, an open access network (OAN) can be defined as a network infrastructure that can be used by health care providers without a closed or proprietary platform, specific obligatory network, or service-specific telehealth technologies. This framework for the development of an OAN is grounded in practical examples of clinical programs that function in each stage of network maturity based on the experience of the South Carolina Telehealth Alliance (SCTA). The SCTA's experience details successes and challenges in an ongoing effort to achieve an OAN. The model describes an OAN in stages of collaborative maturity and provides insights into the technological, clinical, and administrative implications of making the collaboration possible. RESULTS: The four stages of an OAN are defined according to operational maturity, ranging from feasibility to demonstration of implementation. Each stage is associated with infrastructure and resource requirements and technical and clinical activities. In stage 1, technical standards are agreed upon, and the clinical programs are designed to utilize compliant technologies. In stage 2, collaboration is demonstrated through technical teams working together to address barriers, whereas clinical and administrative teams share best practices. In stage 3, a functional interoperable network is demonstrated with different institutions providing service through common telehealth end points at different patient care sites. In stage 4, clinical workflows are streamlined and standardized across institutions, and economies of scale are achieved through technical and administrative innovations. CONCLUSIONS: The approach to OAN development described provides a roadmap for achieving a functional telehealth network across independent health systems. The South Carolina experience reveals both successes and challenges in achieving this goal. The next steps toward the development of OANs include advocacy and ongoing engagement with the developers of telehealth technologies regarding their commitment to interoperability."",""RAYYAN-INCLUSION: {""""lualevale@gmail.com""""=>""""Included""""}"",10.2196/17348,Access to Information/*ethics",Delivery of Health Care/*standards,Humans,Medical Informatics/*methods,South Carolina,"Telemedicine/*standards,32441657,PMC7275254",,,
,To do,315,"



Profissionais População Comitê de Etica",,,,,Profissionais População Comitê de Etica,"rayyan-197782932,Patient portal access for caregivers of adult and geriatric patients: reframing the ethics of digital patient communication.,2023,3,,Journal of medical ethics,1473-4257 (Electronic),49,3,156-159,Ganta T and Appel JM and Genes N,https://pubmed.ncbi.nlm.nih.gov/35437282/,eng,,England,""Patient portals are poised to transform health communication by empowering patients with rapid access to their own health data. The 21st Century Cures Act is a US federal law that, among other provisions, prevents health entities from engaging in practices that disrupt the exchange of electronic health information-a measure that may increase the usage of patient health portals. Caregiver access to patient portals, however, may lead to breaches in patient privacy and confidentiality if not managed properly through proxy accounts. We present an ethical framework that guides policy and clinical workflow development for healthcare institutions to support the best use of patient portals. Caregivers are vital members of the care team and should be supported through novel forms of health information technology (IT). Patients, however, may not want all information to be shared with their proxies so healthcare institutions must support the development and use of separate proxy accounts as opposed to using the patient's own account as well provide controls for limiting the scope of information displayed in the proxy accounts. Lastly, as socioeconomic barriers to adoption of health IT persist, healthcare providers must work to ensure multiple streams of patient communication, to prevent further propagating health inequities."",""RAYYAN-INCLUSION: {""""Monique""""=>""""Included""""}"",10.1136/medethics-2021-107759,Humans",Adult,Aged,*Patient Portals,Caregivers,Electronic Health Records,Communication,"Confidentiality,35437282,",
,To do,358,"



Profissionais Pesquisadores Desenvolvedores População",,,,,Profissionais Pesquisadores Desenvolvedores População,"rayyan-197783084,Reflection Machines: Supporting Effective Human Oversight Over Medical Decision Support Systems.,2024,7,,Cambridge quarterly of healthcare ethics : CQ : the international journal of           healthcare ethics committees,1469-2147 (Electronic),33,3,380-389,Haselager P and Schraffenberger H and Thill S and Fischer S and Lanillos P and van de Groes S and van Hooff M,https://pubmed.ncbi.nlm.nih.gov/36624620/,eng,,United States,""Human decisions are increasingly supported by decision support systems (DSS). Humans are required to remain """"on the loop,"""" by monitoring and approving/rejecting machine recommendations. However, use of DSS can lead to overreliance on machines, reducing human oversight. This paper proposes """"reflection machines"""" (RM) to increase meaningful human control. An RM provides a medical expert not with suggestions for a decision, but with questions that stimulate reflection about decisions. It can refer to data points or suggest counterarguments that are less compatible with the planned decision. RMs think against the proposed decision in order to increase human resistance against automation complacency. Building on preliminary research, this paper will (1) make a case for deriving a set of design requirements for RMs from EU regulations, (2) suggest a way how RMs could support decision-making, (3) describe the possibility of how a prototype of an RM could apply to the medical domain of chronic low back pain, and (4) highlight the importance of exploring an RM's functionality and the experiences of users working with it."",""RAYYAN-INCLUSION: {""""lualevale@gmail.com""""=>""""Included""""}"",10.1017/S0963180122000718,""Humans","*Decision Support Systems, Clinical",Decision Making/ethics,"Low Back Pain/therapy"",36624620,",,,,,
,To do,373,"



Profissionais População",,,,,Profissionais População,"rayyan-197783128,Digital Recording and Documentation of Endoscopic Procedures: Do Patients and Doctors Think Alike?,2016,,,Canadian journal of gastroenterology & hepatology,2291-2797 (Electronic),2016,,2493470,Willner N and Peled-Raz M and Shteinberg D and Shteinberg M and Keren D and Rainis T,https://pubmed.ncbi.nlm.nih.gov/27999770/,eng,,Egypt,""Aims and Methods. Conducting a survey study of a large number of patients and gastroenterologists aimed at identifying relevant predictors of interest in digital recording and documentation (DRD) of endoscopic procedures. Outpatients presenting to the endoscopy unit at our institution for an endoscopy examination were anonymously surveyed, regarding their views and opinions of a possible recording of the procedure. A parallel survey for gastroenterologists was conducted. Results. 417 patients and 62 gastroenterologists participated in two parallel surveys regarding DRD of endoscopic procedures. 66.4% of the patients expressed interest in digital documentation of their endoscopic procedure, with 90.5% of them requesting a copy. 43.6% of the physicians supported digital recording while 27.4% opposed it, with 48.4% opposing to making a copy of the recording available to the patient. No sociodemographic or background factors predicted patient's interest in DRD. 66% of the physicians reported having recording facilities in their institutions, but only 43.6% of them stated performing recording. Having institutional guidelines for DRD was found to be the only significant predictor for routine recording. Conclusions. Our study exposes patients' positive views of digital recording and documentation of endoscopic procedures. In contrast, physicians appear to be much more reluctant towards DRD and are centrally motivated by legal concerns when opposing DRD, as well as when supporting it."",""RAYYAN-INCLUSION: {""""lualevale@gmail.com""""=>""""Included""""}"",10.1155/2016/2493470,""Adult",Aged,"Aged, 80 and over",*Attitude of Health Personnel,Documentation,"*Endoscopy, Gastrointestinal",Female,Gastroenterologists/*psychology,
,To do,402,"



Pesquisadores Profissionais ",,,,,Pesquisadores Profissionais ,"rayyan-197783235,Data Literacy in Medical Education - An Expedition into the World of Medical Data.,2022,6,29,Studies in health technology and informatics,1879-8365 (Electronic),295,,257-260,Hoffmann I and Behrends M and Consortium H and Marschollek M,https://pubmed.ncbi.nlm.nih.gov/35773857/,eng,,Netherlands,""With the advancing digitization in medicine, digital medical data is playing an increasingly important role in health care and research, which is why data literacy must already be taught in medical education. To this end, a 28-hour online elective for medical students - following a constructivist approach - has been implemented. It teaches learners different aspects of data literacy for a critical collection and use of sensitive medical data. The assessment of the learners' reflections on the course topics shows, on the one hand, the importance of data literacy from learners' perspective and, on the other hand, the importance of taking an overarching and coherent view of medical data. In further curricular courses, such as medical ethics, and statistics, special themes are to be deepened in an application-oriented manner."",""RAYYAN-INCLUSION: {""""lualevale@gmail.com""""=>""""Included""""}"",10.3233/SHTI220711,""*Education, Medical",*Expeditions,Humans,Literacy,"*Students, Medical"",35773857,",,,,
,To do,404,"



Pesquisadores",,,,,Pesquisadores,"rayyan-197783237,Design of an extensive information representation scheme for clinical narratives.,2017,9,11,Journal of biomedical semantics,2041-1480 (Electronic),8,1,37,Deléger L and Campillos L and Ligozat AL and Névéol A,https://pubmed.ncbi.nlm.nih.gov/28893314/,eng,,England,""BACKGROUND: Knowledge representation frameworks are essential to the understanding of complex biomedical processes, and to the analysis of biomedical texts that describe them. Combined with natural language processing (NLP), they have the potential to contribute to retrospective studies by unlocking important phenotyping information contained in the narrative content of electronic health records (EHRs). This work aims to develop an extensive information representation scheme for clinical information contained in EHR narratives, and to support secondary use of EHR narrative data to answer clinical questions. METHODS: We review recent work that proposed information representation schemes and applied them to the analysis of clinical narratives. We then propose a unifying scheme that supports the extraction of information to address a large variety of clinical questions. RESULTS: We devised a new information representation scheme for clinical narratives that comprises 13 entities, 11 attributes and 37 relations. The associated annotation guidelines can be used to consistently apply the scheme to clinical narratives and are https://cabernet.limsi.fr/annotation_guide_for_the_merlot_french_clinical_corpus-Sept2016.pdf . CONCLUSION: The information scheme includes many elements of the major schemes described in the clinical natural language processing literature, as well as a uniquely detailed set of relations."",""RAYYAN-INCLUSION: {""""lualevale@gmail.com""""=>""""Included""""}"",10.1186/s13326-017-0135-z,*Biological Ontologies",Data Mining/*methods,*Electronic Health Records,Humans,"*Natural Language Processing,28893314,PMC5594525",,,,
,To do,415,"



Pesquisadores Profissionais População Comitê de Etica",,,,,Pesquisadores Profissionais População Comitê de Etica,"rayyan-197783262,Charter on Physician Professional Flourishing.,2016,11,22,Neurology,1526-632X (Electronic),87,21,2259-2265,Sergay SM,https://pubmed.ncbi.nlm.nih.gov/27683848/,eng,,United States,""Medical care delivery has adapted to scientific and societal change in the past. However, today's advancing scientific accomplishments and care capabilities, in the context of current societal and economic developments and our emerging digital age, are challenging physician resilience and endurance and trust in the medical profession. Why has this happened and can these characteristics and perceptions of physicians be reversed? The Charter on Physician Professional Flourishing is a method designed to restore the promise of the medical profession and trust in it. It describes a process to reinvigorate patient-centered care from the caregiving physician's perspective. It integrates discipline ethics, behavioral character ethics, and optimized physician-patient dialogue, while considering past, current, and predicted future context and professional sustainability. Its primary outcomes are enhanced quality of care and cost containment and the ability to reassert the voice of the patient in health care planning negotiations."",""RAYYAN-INCLUSION: {""""lualevale@gmail.com""""=>""""Included""""}"",10.1212/WNL.0000000000003266,""Burnout, Professional/prevention & control",Humans,*Patient-Centered Care,*Physician's Role,*Physician-Patient Relations,*Physicians/psychology,"Trust"",27683848,",,
,To do,455,"



Desenvolvedores População",,,,,Desenvolvedores População,"rayyan-197783362,Designing virtual communities of practice for informal caregivers of Alzheimer's patients: An integrative review.,2020,12,,Health informatics journal,1741-2811 (Electronic),26,4,2976-2991,Romero-Mas M and Gómez-Zúñiga B and Cox AM and Ramon-Aribau A,https://pubmed.ncbi.nlm.nih.gov/32951497/,eng,,England,""The main aim of this study is to review the literature to show how ideas around virtual communities of practice (VCoP) offer a model for supporting informal caregivers of Alzheimer's patients (caregivers) to learn how to deal with caregiving demands. Caregivers are individuals who have a significant personal relationship with and provide a broad range of unpaid assistance to an older person or an adult with a chronic or disabling condition outside of a professional or formal framework. This review will examine the current evidence on the needs of caregivers, identify dimensions to be considered in VCoP design and suggest further directions of research. The investigation is an integrative review that builds a bridge between different areas of work. The outcome is eleven dimensions for the design of successful VCoPs for caregivers: Network Structure, Technology, Moderator, Scale, Alignment, Community Design, Sense of Trust, Knowledge Sharing, Sustainability, Ethics and Evaluation. In addition, we propose a Tree Metaphor to present our research results. Well-designed interventions based on VCoP principles have the potential of addressing caregivers' needs."",""RAYYAN-INCLUSION: {""""lualevale@gmail.com""""=>""""Included""""}"",10.1177/1460458220950883,""Adult",Aged,"Aged, 80 and over",*Alzheimer Disease/therapy,*Caregivers,"Humans"",32951497,",,,
,To do,457,"



Desenvolvedores Pesquisadores",,,,,Desenvolvedores Pesquisadores,"rayyan-197783368,Patient perspectives on the linkage of health data for research: Insights from an online patient community questionnaire.,2019,7,,International journal of medical informatics,1872-8243 (Electronic),127,,9-17,O'Brien EC and Rodriguez AM and Kum HC and Schanberg LE and Fitz-Randolph M and O'Brien SM and Setoguchi S,https://pubmed.ncbi.nlm.nih.gov/31128837/,eng,,Ireland,""OBJECTIVE: To examine the patient perspective on the risks and benefits of linking existing data sources for research. MATERIALS AND METHODS: Between December 2015 and February 2016, we fielded a questionnaire in PatientsLikeMe, an online patient community representing over 2500 health conditions. The questionnaire was developed using subject matter expertise and patient feedback from a concept elicitation phase (N = 57 patients). The final questionnaire consisted of 37 items. RESULTS: Of n = 5741 who opened the email invitation, n = 3516 respondents completed the questionnaire (61.2%). Of these, 73.8% were women, 86.4% were Caucasian, 14.5% were 65 or older, and 44.9% had completed college or post-graduate education. Questionnaire respondents indicated that the most important benefits of sharing data were """"helping my doctor make better decisions about my health"""" (94%) and """"helping make new therapies available faster"""" (94%). The most important data sharing risk identified was health data being """"stolen by hackers"""" (87%). Of 693 patients who were not comfortable with researchers accessing their de-identified data, most reported that their comfort levels would increase if they were able to learn how their data was protected (84%). In general, responders felt more comfortable when unique identifiers such as social security number (90%) and insurance ID (82%) were removed from the data for linkage and research use. DISCUSSION: The majority of patients in a US-based online community are comfortable with researchers accessing their de-identified data for research purposes. CONCLUSIONS: Developing methods to link databases minimizing the exposure of unique identifiers may improve patient comfort levels with linking data for research purposes."",""RAYYAN-INCLUSION: {""""lualevale@gmail.com""""=>""""Included""""}"",10.1016/j.ijmedinf.2019.04.003,""Adolescent",Adult,Aged,"Databases, Factual",Feedback,Female,"*Health Records, Personal",Humans,
,To do,574,"



Pesquisadores Desenvolvedores",,,,,Pesquisadores Desenvolvedores,"rayyan-197783726,Assessing the effectiveness of metaHelper: a randomized controlled trial of a web application for statistical transformations in meta-analysis.,2025,3,,Journal of clinical epidemiology,1878-5921 (Electronic),179,,111640,Emprechtinger R and Schwarzer G and Schreder G and Tölch U and Gartlehner G,https://pubmed.ncbi.nlm.nih.gov/39694302/,eng,,United States,""OBJECTIVES: To test whether the use of a web application (www.metaHelper.eu) can reduce errors and time needed for statistical transformations commonly performed for meta-analysis. STUDY DESIGN AND SETTING: We developed an R package and a corresponding web application to streamline statistical transformations in meta-analysis. A parallel randomized controlled trial following the Consolidated Standards of Reporting Trials guidelines was conducted. The trial was preregistered, and ethical approval was obtained from the University of Krems' ethics committee. We conducted a parallel randomized controlled trial with 26 participants, including researchers and students with varying levels of statistical expertise. Participants performed six statistical calculations commonly used in meta-analysis: computing pooled standard deviations, converting standard errors, and calculating standardized mean differences for both 2-group and 3-arm studies. Performance was evaluated based on accuracy and time taken to complete each task. A Bayesian mixed-effects model was used to analyze the results. Participants were randomly assigned to either the experimental group (metaHelper) or the control group (allowed to use internet sources, the Cochrane Handbook, or any other sources chosen by the participant). RESULTS: Main outcomes were correctness of calculations and time taken to complete tasks. The metaHelper group had a higher probability of providing correct answers (85%) compared to the control group (31%). Additionally, the metaHelper group completed an average of 133 seconds per task faster (95% credibility interval: 83-180). CONCLUSION: MetaHelper effectively enhances the accuracy and efficiency of statistical transformations required for meta-analysis. PLAIN LANGUAGE SUMMARY: Meta-analysis, a method for combining research results, often requires researchers to transform statistical data, like converting standard errors to standard deviations. These transformations are critical can be prone to errors, especially when done manually or with limited guidance. To address this, we developed metaHelper (www.metahelper.eu), a user-friendly web application and R package designed to assist researchers with these calculations. In our study, we conducted a randomized controlled trial to compare metaHelper with traditional methods like handbook instructions and freely available online tools (whatever our participants wanted to use). Twenty-six researchers and students participated, performing 6 common statistical calculations. We measured their accuracy and the time they took to complete each task. Results statistical model: Probability of achieving a correct answer. Results statistical model: Average time needed per task for both groups."",""RAYYAN-INCLUSION: {""""lualevale@gmail.com""""=>""""Included""""}"",10.1016/j.jclinepi.2024.111640,""Humans",*Internet,*Meta-Analysis as Topic,Bayes Theorem,"Data Interpretation, Statistical","Software"",39694302,",,,
